investigation_id,transaction_id,fraud_prediction_id,investigation_status,investigation_priority,investigator_name,investigation_notes,investigation_result,created_at,resolved_at
INV000167,TXN009908,FRD009908,Open,High,Warinder Vaidya,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-07 11:17:23,
INV000168,TXN010029,FRD010029,Open,High,Andrew Peri,Medium-risk fraudulent transaction flagged for detailed review.,,2025-07-01 18:48:25,
INV000169,TXN010127,FRD010127,In Progress,High,Ria Nayar,Medium-risk fraudulent transaction flagged for detailed review.,,2024-01-17 03:30:14,
INV000170,TXN010230,FRD010230,Resolved,Critical,Gabriel Soni,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-02-24 06:38:20,2026-03-03 06:38:20
INV000171,TXN010336,FRD010336,In Progress,High,Fiyaz Menon,Medium-risk fraudulent transaction flagged for detailed review.,,2024-09-12 01:36:14,
INV000172,TXN010410,FRD010410,Closed,High,Aadhya Bera,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-01-28 05:21:42,2024-02-03 05:21:42
INV000173,TXN010446,FRD010446,Resolved,Critical,Jackson Kadakia,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-10-19 00:10:44,2025-10-26 00:10:44
INV000174,TXN010471,FRD010471,Resolved,High,Ati Kapoor,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-24 06:48:36,2026-01-25 06:48:36
INV000175,TXN010497,FRD010497,Resolved,High,Avni Pant,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-27 01:49:10,2025-07-28 01:49:10
INV000176,TXN010517,FRD010517,Closed,Critical,Nitara Basu,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-02-19 09:52:41,2026-02-20 09:52:41
INV000177,TXN010551,FRD010551,Closed,High,Janaki Cherian,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-03-23 23:59:27,2026-03-27 23:59:27
INV000178,TXN010593,FRD010593,In Progress,High,Ikshita Kar,Medium-risk fraudulent transaction flagged for detailed review.,,2026-05-29 00:55:10,
INV000179,TXN010631,FRD010631,Resolved,High,Janani Mane,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-01 22:31:51,2026-02-04 22:31:51
INV000180,TXN010653,FRD010653,Closed,High,Vivaan Hans,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-08-24 11:39:20,2025-08-30 11:39:20
INV000181,TXN010657,FRD010657,Open,Critical,Liam Natarajan,High-risk fraudulent transaction requires immediate investigation.,,2025-02-08 01:13:03,
INV000182,TXN010722,FRD010722,Closed,Critical,Wishi Hegde,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-02-25 00:18:04,2025-02-27 00:18:04
INV000183,TXN010725,FRD010725,Open,High,Jagdish Gade,Medium-risk fraudulent transaction flagged for detailed review.,,2026-02-09 02:09:02,
INV000184,TXN010737,FRD010737,Resolved,High,Isaiah Shan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-10-16 10:39:28,2025-10-22 10:39:28
INV000185,TXN010792,FRD010792,Open,High,Udyati Tak,Medium-risk fraudulent transaction flagged for detailed review.,,2024-06-27 03:20:49,
INV000186,TXN010800,FRD010800,Resolved,High,Azad Biswas,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-27 05:50:47,2026-01-30 05:50:47
INV000187,TXN010814,FRD010814,Open,High,Chavvi Boase,Medium-risk fraudulent transaction flagged for detailed review.,,2024-04-08 04:33:25,
INV000188,TXN010861,FRD010861,In Progress,High,Lopa Ratta,Medium-risk fraudulent transaction flagged for detailed review.,,2024-12-11 15:53:51,
INV000189,TXN010891,FRD010891,Open,High,Samesh De,Medium-risk fraudulent transaction flagged for detailed review.,,2026-06-28 14:57:55,
INV000190,TXN010905,FRD010905,Closed,High,Upasna Tank,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-05 16:23:01,2024-10-12 16:23:01
INV000191,TXN011125,FRD011125,Closed,High,Dominic Sant,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-05-18 04:25:16,2024-05-22 04:25:16
INV000192,TXN011129,FRD011129,Closed,Critical,Charvi Mammen,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-09-05 13:15:45,2024-09-08 13:15:45
INV000193,TXN011130,FRD011130,Closed,Critical,Bhavani Sule,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-09-23 09:22:31,2024-09-28 09:22:31
INV000194,TXN011215,FRD011215,Resolved,High,Meghana Dey,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-03 10:26:40,2025-05-05 10:26:40
INV000195,TXN011248,FRD011248,Resolved,Critical,Hitesh Bahl,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-05-09 13:50:57,2026-05-16 13:50:57
INV000196,TXN011348,FRD011348,Open,High,Ekbal Borra,Medium-risk fraudulent transaction flagged for detailed review.,,2024-03-09 18:37:07,
INV000197,TXN011391,FRD011391,Closed,High,Sarthak Iyer,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-03-26 10:29:00,2025-03-29 10:29:00
INV000198,TXN011395,FRD011395,In Progress,High,Aarush Kant,Medium-risk fraudulent transaction flagged for detailed review.,,2024-02-07 04:44:13,
INV000199,TXN011465,FRD011465,Resolved,High,Warinder Ramanathan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-08-12 18:12:17,2024-08-19 18:12:17
INV000200,TXN011487,FRD011487,Resolved,High,Nandini Mander,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-05-10 01:31:44,2026-05-12 01:31:44
INV000201,TXN011491,FRD011491,In Progress,High,Jeremiah Batra,Medium-risk fraudulent transaction flagged for detailed review.,,2025-08-14 15:46:26,
INV000202,TXN011543,FRD011543,Resolved,High,Ubika Nadig,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-06-18 22:41:21,2026-06-20 22:41:21
INV000203,TXN011670,FRD011670,Closed,High,Rushil Baral,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-04-06 23:38:08,2024-04-10 23:38:08
INV000204,TXN011792,FRD011792,Resolved,Critical,Bimala Shetty,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-11-24 22:18:18,2025-11-26 22:18:18
INV000205,TXN011904,FRD011904,Resolved,High,Pushti Dube,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-06-09 12:41:57,2025-06-16 12:41:57
INV000206,TXN011952,FRD011952,In Progress,Critical,Watika Oak,High-risk fraudulent transaction requires immediate investigation.,,2025-12-26 03:55:27,
INV000207,TXN011969,FRD011969,Closed,Critical,Ekani Desai,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-09-30 09:09:00,2024-10-07 09:09:00
INV000208,TXN012023,FRD012023,In Progress,High,Vedhika Shukla,Medium-risk fraudulent transaction flagged for detailed review.,,2025-02-25 22:36:49,
INV000209,TXN012055,FRD012055,Resolved,High,Chandani Bera,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-09-09 14:47:43,2024-09-16 14:47:43
INV000210,TXN012114,FRD012114,Open,High,Saanvi Keer,Medium-risk fraudulent transaction flagged for detailed review.,,2024-07-29 12:46:41,
INV000211,TXN012146,FRD012146,Resolved,High,Wakeeta Mangat,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-07 05:44:39,2024-12-12 05:44:39
INV000212,TXN012156,FRD012156,Resolved,Critical,Triya Brar,High-risk fraudulent transaction requires immediate investigation.,False Positive,2026-06-29 01:33:35,2026-07-04 01:33:35
INV000213,TXN012233,FRD012233,Closed,Critical,Nathan Mane,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-01-09 09:39:44,2024-01-13 09:39:44
INV000214,TXN012254,FRD012254,In Progress,High,Yadavi Sheth,Medium-risk fraudulent transaction flagged for detailed review.,,2026-02-01 17:54:20,
INV000215,TXN012269,FRD012269,Closed,High,Avni Lanka,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-04-18 06:24:13,2024-04-19 06:24:13
INV000216,TXN012347,FRD012347,Open,High,Manan Sheth,Medium-risk fraudulent transaction flagged for detailed review.,,2024-07-16 16:34:44,
INV000217,TXN012367,FRD012367,Open,Critical,Mugdha Panchal,High-risk fraudulent transaction requires immediate investigation.,,2024-10-09 04:01:12,
INV000218,TXN012395,FRD012395,Open,High,Garima Tripathi,Medium-risk fraudulent transaction flagged for detailed review.,,2024-10-05 22:20:47,
INV000219,TXN012419,FRD012419,Resolved,High,Ekantika Kamdar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-09 11:58:30,2025-02-14 11:58:30
INV000220,TXN012427,FRD012427,In Progress,High,Krishna Palan,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-01 11:28:00,
INV000221,TXN012434,FRD012434,Resolved,Critical,Urmi Gara,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-07-08 11:57:19,2025-07-11 11:57:19
INV000222,TXN012489,FRD012489,Resolved,High,Advay Konda,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-22 05:53:40,2025-04-28 05:53:40
INV000223,TXN012577,FRD012577,Closed,High,Lopa Choudhury,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-14 11:24:56,2025-04-20 11:24:56
INV000224,TXN012647,FRD012647,Open,High,Damyanti Kapadia,Medium-risk fraudulent transaction flagged for detailed review.,,2026-04-26 04:03:43,
INV000225,TXN012732,FRD012732,Closed,Critical,Wyatt Garde,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-12-01 08:36:11,2025-12-02 08:36:11
INV000226,TXN012764,FRD012764,In Progress,High,Sanaya Natarajan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-08 02:05:28,
INV000227,TXN012830,FRD012830,Closed,High,Faras Tella,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-06-10 09:44:23,2026-06-16 09:44:23
INV000228,TXN012865,FRD012865,Resolved,Critical,Bhavika Bhagat,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-05-22 09:47:55,2025-05-25 09:47:55
INV000229,TXN012888,FRD012888,Resolved,High,Ira Balakrishnan,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-07-21 11:25:05,2025-07-25 11:25:05
INV000230,TXN012906,FRD012906,Resolved,High,Oni Sarraf,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-07-01 19:41:54,2024-07-02 19:41:54
INV000231,TXN012920,FRD012920,In Progress,High,Bhavna Wali,Medium-risk fraudulent transaction flagged for detailed review.,,2025-07-11 22:03:52,
INV000232,TXN012971,FRD012971,Resolved,High,Yauvani Prabhakar,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-01-02 12:43:47,2026-01-03 12:43:47
INV000233,TXN013021,FRD013021,Open,High,Frederick Sundaram,Medium-risk fraudulent transaction flagged for detailed review.,,2024-10-20 05:58:36,
INV000234,TXN013080,FRD013080,Closed,High,Faris Majumdar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-11 06:22:17,2024-06-14 06:22:17
INV000235,TXN013155,FRD013155,In Progress,High,Nidhi Gill,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-15 01:59:47,
INV000236,TXN013165,FRD013165,Open,High,Qasim Modi,Medium-risk fraudulent transaction flagged for detailed review.,,2026-05-19 07:25:34,
INV000237,TXN013177,FRD013177,In Progress,Critical,Yashvi Chopra,High-risk fraudulent transaction requires immediate investigation.,,2024-05-18 10:16:53,
INV000238,TXN013188,FRD013188,In Progress,High,Daniel Mangat,Medium-risk fraudulent transaction flagged for detailed review.,,2025-12-26 02:23:29,
INV000239,TXN013252,FRD013252,Closed,High,Vedika Khurana,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-11-28 03:27:34,2024-12-04 03:27:34
INV000240,TXN013262,FRD013262,Closed,High,Aayush Bava,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-02-20 04:05:10,2026-02-27 04:05:10
INV000241,TXN013340,FRD013340,In Progress,High,Dakshesh Gulati,Medium-risk fraudulent transaction flagged for detailed review.,,2026-02-24 20:43:33,
INV000242,TXN013428,FRD013428,Closed,High,Tanay Prabhu,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-06 20:02:58,2026-02-08 20:02:58
INV000243,TXN013457,FRD013457,Open,High,Faras Goda,Medium-risk fraudulent transaction flagged for detailed review.,,2025-02-11 05:01:02,
INV000244,TXN013479,FRD013479,In Progress,High,Hamsini D’Alia,Medium-risk fraudulent transaction flagged for detailed review.,,2026-01-03 20:10:18,
INV000245,TXN013578,FRD013578,Resolved,High,Hema Dyal,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-05-13 00:46:56,2026-05-14 00:46:56
INV000246,TXN013581,FRD013581,Closed,High,Jagdish Pandya,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-27 11:18:42,2024-10-30 11:18:42
INV000247,TXN013667,FRD013667,Resolved,Critical,Raagini Bhardwaj,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-10-23 17:32:33,2025-10-29 17:32:33
INV000248,TXN013815,FRD013815,Resolved,High,Yasti Amble,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-02-23 14:13:33,2026-02-26 14:13:33
INV000249,TXN013821,FRD013821,In Progress,High,George Chauhan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-05-18 16:57:46,
INV000250,TXN013991,FRD013991,Closed,High,Nilima Kaul,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-08-13 02:51:44,2025-08-14 02:51:44
INV000251,TXN014046,FRD014046,Closed,High,Rudra Tripathi,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-08-11 08:45:43,2025-08-17 08:45:43
INV000252,TXN014106,FRD014106,Open,High,Maanas Shan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-09 01:38:03,
INV000253,TXN014135,FRD014135,In Progress,Critical,Waida Kalla,High-risk fraudulent transaction requires immediate investigation.,,2025-01-02 07:16:49,
INV000254,TXN014151,FRD014151,Closed,High,Ubika Master,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-06-28 08:03:56,2025-06-29 08:03:56
INV000255,TXN014157,FRD014157,In Progress,Critical,Chandresh Nagy,High-risk fraudulent transaction requires immediate investigation.,,2026-02-14 09:17:24,
INV000256,TXN014168,FRD014168,In Progress,Critical,Timothy Nayak,High-risk fraudulent transaction requires immediate investigation.,,2025-04-22 13:36:16,
INV000257,TXN014206,FRD014206,In Progress,Critical,Pallavi Khurana,High-risk fraudulent transaction requires immediate investigation.,,2024-09-12 04:59:30,
INV000258,TXN014294,FRD014294,Resolved,High,Damyanti Sangha,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-22 18:29:10,2025-02-26 18:29:10
INV000259,TXN014311,FRD014311,Closed,High,Xalak Dey,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-05-19 02:02:34,2026-05-21 02:02:34
INV000260,TXN014391,FRD014391,Closed,High,Ubika Bal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-10-19 01:09:27,2025-10-25 01:09:27
INV000261,TXN014416,FRD014416,In Progress,Critical,Laban Konda,High-risk fraudulent transaction requires immediate investigation.,,2024-04-21 11:37:42,
INV000262,TXN014645,FRD014645,Resolved,Critical,Tanmayi Tiwari,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-07-11 23:27:36,2025-07-13 23:27:36
INV000263,TXN014800,FRD014800,Open,High,Lopa Pillai,Medium-risk fraudulent transaction flagged for detailed review.,,2026-04-12 19:26:46,
INV000264,TXN014804,FRD014804,Open,High,Girindra Dada,Medium-risk fraudulent transaction flagged for detailed review.,,2026-04-26 06:57:41,
INV000265,TXN014839,FRD014839,Closed,High,Advay Krishnamurthy,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-08-24 01:20:14,2024-08-30 01:20:14
INV000266,TXN014938,FRD014938,Resolved,High,Chaman Korpal,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-07-26 22:55:54,2024-07-29 22:55:54
INV000267,TXN014951,FRD014951,Resolved,High,Victor Kara,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-23 12:07:40,2025-02-26 12:07:40
INV000268,TXN015037,FRD015037,Closed,High,Eta Savant,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-22 01:15:26,2025-02-27 01:15:26
INV000269,TXN015038,FRD015038,Resolved,High,Hemani Nadig,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-06-05 10:30:16,2026-06-08 10:30:16
INV000270,TXN015058,FRD015058,In Progress,Critical,Karan Kibe,High-risk fraudulent transaction requires immediate investigation.,,2025-02-01 16:14:16,
INV000271,TXN015156,FRD015156,In Progress,Critical,Hemani Guha,High-risk fraudulent transaction requires immediate investigation.,,2026-04-27 16:43:15,
INV000272,TXN015159,FRD015159,Closed,Critical,Charan Mander,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-07-31 09:35:25,2024-08-05 09:35:25
